Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_volume,Nb_trades,Taker_buy_base_volume,Taker_buy_quote_volume
1697220000000,26768.26000000,27130.00000000,26723.00000000,26862.00000000,8310.24969000,1697241599999,223730543.64804350,327824,4070.81375000,109618152.32256850
1697241600000,26862.00000000,26989.58000000,26845.00000000,26885.07000000,2912.57353000,1697263199999,78369361.09676440,138722,1380.95702000,37157940.10158370
1697263200000,26885.06000000,26900.00000000,26841.76000000,26872.35000000,3170.53043000,1697284799999,85189915.04962190,124930,998.47830000,26827362.06880460
1697284800000,26872.35000000,26953.18000000,26850.44000000,26889.51000000,2404.83557000,1697306399999,64691759.05301490,139818,1106.47341000,29765386.87503220
1697306400000,26889.51000000,26890.33000000,26789.00000000,26852.48000000,1929.31623000,1697327999999,51807983.85400010,114367,892.94346000,23979635.77325240
1697328000000,26852.48000000,26916.77000000,26815.76000000,26882.44000000,1692.08966000,1697349599999,45482112.17821330,102690,836.27460000,22479731.12661300
1697349600000,26882.45000000,26919.00000000,26843.79000000,26852.47000000,1675.47493000,1697371199999,45047814.06651620,99027,687.55430000,18485780.18316040
1697371200000,26852.48000000,27017.44000000,26808.25000000,26982.49000000,4101.02124000,1697392799999,110333455.85561600,194356,2142.31482000,57636773.96288280
1697392800000,26982.49000000,27293.33000000,26956.17000000,27154.15000000,7806.10587000,1697414399999,211810583.24358930,286869,4136.54871000,112231408.86177650
1697414400000,27154.14000000,27980.00000000,27112.66000000,27916.44000000,13661.49397000,1697435999999,376121470.08147980,354582,7629.70127000,209951488.14732430
1697436000000,27916.43000000,27971.34000000,27641.72000000,27749.60000000,11308.19005000,1697457599999,314591990.25562520,349986,5674.60510000,157881322.73381580
1697457600000,27749.61000000,30000.00000000,27709.04000000,28234.99000000,40323.25558000,1697479199999,1146793513.07239700,1214684,20717.89230000,589574335.01055560
1697479200000,28235.00000000,28808.51000000,28230.37000000,28500.78000000,13106.28485000,1697500799999,373278574.82659420,370087,6715.84306000,191293442.78763880
1697500800000,28500.77000000,28549.34000000,28069.32000000,28220.44000000,8863.09524000,1697522399999,250813742.68678320,260733,3842.28497000,108702425.59741190
1697522400000,28220.44000000,28609.38000000,28120.50000000,28422.63000000,10694.15457000,1697543999999,303684563.14322880,355984,5890.67101000,167296008.70214230
1697544000000,28422.63000000,28613.65000000,28135.35000000,28427.27000000,12945.67435000,1697565599999,367656613.58891920,510926,6246.33819000,177439029.69590090
1697565600000,28427.27000000,28556.56000000,28306.42000000,28395.91000000,5925.52116000,1697587199999,168586827.06415620,218167,3014.77382000,85781024.34613080
1697587200000,28395.91000000,28982.36000000,28320.29000000,28695.50000000,9272.61117000,1697608799999,265418286.22535420,328920,4702.75201000,134637607.42807650
1697608800000,28695.51000000,28742.23000000,28236.41000000,28340.64000000,7846.29182000,1697630399999,223549343.16362030,323365,3760.95390000,107164571.00348350
1697630400000,28340.65000000,28437.41000000,28142.87000000,28330.04000000,10465.18300000,1697651999999,296275910.78094890,374511,4952.45762000,140209671.61350590
1697652000000,28330.04000000,28374.27000000,28190.81000000,28320.00000000,4578.38992000,1697673599999,129529984.98283470,188439,2173.98089000,61503903.77201130
1697673600000,28320.00000000,28418.00000000,28100.66000000,28308.38000000,6669.13178000,1697695199999,188536234.71406470,224183,3367.31747000,95207093.21747050
1697695200000,28308.39000000,28514.21000000,28242.67000000,28450.69000000,6756.92214000,1697716799999,191789136.69882480,259385,3569.91848000,101346127.74029490
1697716800000,28450.70000000,28916.89000000,28420.00000000,28547.24000000,15791.82814000,1697738399999,452079772.84127270,582260,8193.20775000,234563890.61622030
1697738400000,28547.24000000,28882.07000000,28525.00000000,28713.71000000,6677.61973000,1697759999999,191578872.77811660,264428,3296.79373000,94578740.98926440
1697760000000,28713.71000000,29400.00000000,28578.29000000,29221.75000000,15336.46188000,1697781599999,446129657.66298980,511639,7649.07179000,222444311.29953140
1697781600000,29221.75000000,30207.55000000,29179.96000000,29839.99000000,22916.54622000,1697803199999,681329765.49871740,714801,11970.17144000,356015650.19909910
1697803200000,29839.99000000,29910.00000000,29321.00000000,29516.38000000,15351.20553000,1697824799999,453841171.71655860,490641,6951.85600000,205514839.39787280
1697824800000,29516.38000000,29790.59000000,29400.00000000,29669.04000000,5817.88557000,1697846399999,172110597.67282510,198667,2895.66004000,85660040.43161880
1697846400000,29669.05000000,29699.68000000,29464.77000000,29578.66000000,4039.22692000,1697867999999,119452655.59267860,178944,2131.40825000,63040990.08999410
1697868000000,29578.65000000,29878.83000000,29578.65000000,29804.99000000,6018.24851000,1697889599999,179029014.14326830,246842,2981.96676000,88706763.03072630
1697889600000,29804.99000000,30180.00000000,29678.69000000,30146.68000000,9273.08942000,1697911199999,277229887.42184500,361260,4674.88769000,139796227.49862200
1697911200000,30146.67000000,30379.99000000,29850.00000000,29909.80000000,8186.95412000,1697932799999,246252951.27757100,365091,4047.86174000,121779549.72283720
1697932800000,29909.80000000,30248.00000000,29843.20000000,30114.51000000,6326.60754000,1697954399999,189703782.13217640,240994,3229.31407000,96827076.68366030
1697954400000,30114.52000000,30215.09000000,29640.00000000,29909.67000000,7274.57994000,1697975999999,217553412.37309090,334563,3344.59507000,100011125.12110970
1697976000000,29909.66000000,29974.46000000,29781.00000000,29914.51000000,4517.78269000,1697997599999,135006368.86148750,210635,2208.82199000,66005784.79807450
1697997600000,29914.51000000,30051.79000000,29714.28000000,29992.46000000,4733.57546000,1698019199999,141591264.53017750,222107,2378.73731000,71167142.62865160
1698019200000,29992.46000000,30943.15000000,29883.60000000,30788.62000000,18648.59676000,1698040799999,568607502.77436000,660132,9764.75356000,297701235.00665220
1698040800000,30788.62000000,30985.12000000,30355.06000000,30657.04000000,12674.92231000,1698062399999,388080760.87451040,454761,5961.67250000,182562891.06808080
1698062400000,30657.04000000,31317.22000000,30395.01000000,30979.74000000,19180.69127000,1698083999999,592487797.00365120,585174,9755.17215000,301474873.39666270
1698084000000,30979.74000000,34741.91000000,30777.00000000,33069.99000000,43009.43212000,1698105599999,1392443962.21266610,1139871,22357.63266000,724076244.09630380
1698105600000,33069.99000000,35280.00000000,32832.34000000,33901.12000000,43525.07093000,1698127199999,1489825156.74612130,1162188,22035.04206000,754361266.87017270
1698127200000,33901.11000000,34876.40000000,33706.32000000,34542.91000000,25154.50466000,1698148799999,860811176.05205840,615062,13142.26933000,449835880.13617850
1698148800000,34542.90000000,34835.74000000,33200.00000000,33786.34000000,32591.82262000,1698170399999,1108901027.70955400,716224,15403.26695000,524066570.45406230
1698170400000,33786.35000000,34250.00000000,33380.01000000,33922.73000000,13993.62597000,1698191999999,473657507.65346270,356686,6828.74147000,231185752.00537970
1698192000000,33922.73000000,34399.82000000,33773.74000000,34011.61000000,10853.66553000,1698213599999,369722938.69850110,320204,4919.72908000,167657749.99924200
1698213600000,34011.60000000,34446.42000000,33679.05000000,34199.20000000,11894.63983000,1698235199999,405426869.94147000,395982,5190.02627000,176918791.42365610
1698235200000,34199.20000000,35132.85000000,34199.19000000,34660.15000000,22480.81635000,1698256799999,778844894.50302580,627563,11443.03031000,396548295.24583130
1698256800000,34660.16000000,34850.23000000,34250.00000000,34496.05000000,9657.90358000,1698278399999,334216122.46338590,300227,4597.71811000,159111558.70389700
1698278400000,34496.05000000,34824.13000000,34421.98000000,34521.06000000,7193.92191000,1698299999999,249423650.69149300,256534,3273.35572000,113496658.28772650
1698300000000,34521.06000000,34784.61000000,33960.39000000,34102.66000000,13074.93209000,1698321599999,450015537.82004190,421580,6202.44771000,213575279.83889580
1698321600000,34102.66000000,34370.00000000,33751.00000000,33943.13000000,13609.66428000,1698343199999,463657981.62481710,497608,6202.37200000,211315619.87270920
1698343200000,33943.12000000,34278.00000000,33905.24000000,34151.66000000,5866.14427000,1698364799999,199980736.97276790,207063,2850.25518000,97160300.49348670
1698364800000,34151.66000000,34185.15000000,33780.00000000,34084.20000000,5682.28258000,1698386399999,193350924.24389240,243121,2435.89277000,82891396.84476230
1698386400000,34084.21000000,34245.00000000,33921.84000000,34047.01000000,7207.20147000,1698407999999,245572162.71934430,232222,2897.23461000,98713949.09473310
1698408000000,34047.00000000,34195.21000000,33390.95000000,33600.15000000,12980.19500000,1698429599999,440281256.89546760,436823,5811.49866000,197142937.50991410
1698429600000,33600.14000000,33941.11000000,33401.00000000,33892.02000000,6460.72201000,1698451199999,217685079.56113770,200074,3165.69825000,106657414.47499190
1698451200000,33892.01000000,34185.00000000,33860.00000000,34086.22000000,3646.78709000,1698472799999,124083057.13761560,143953,1866.54059000,63505341.00015780
1698472800000,34086.22000000,34493.33000000,34031.26000000,34175.84000000,5872.38452000,1698494399999,200789944.67103530,181956,2864.09140000,97958311.77684080
1698494400000,34175.85000000,34239.70000000,33907.79000000,34134.09000000,5202.66349000,1698515999999,177409942.53509440,183027,2561.50407000,87345053.54598150
1698516000000,34134.08000000,34219.58000000,34060.78000000,34081.00000000,2158.29634000,1698537599999,73653579.00360770,98502,1021.17153000,34847913.26338180
1698537600000,34081.01000000,34099.62000000,33930.00000000,34032.35000000,2719.48801000,1698559199999,92508668.02015760,120188,1172.11646000,39871549.68615240
1698559200000,34032.36000000,34321.89000000,34017.39000000,34253.81000000,3570.62181000,1698580799999,122081378.68884350,148748,1775.80714000,60712514.82603130
1698580800000,34253.81000000,34744.38000000,34253.80000000,34562.41000000,8483.52956000,1698602399999,292455625.73714460,256981,4367.00743000,150559940.90342110
1698602400000,34562.41000000,34750.11000000,34400.61000000,34525.89000000,5911.88238000,1698623999999,204607312.73295070,191563,2739.02993000,94789676.38124190
1698624000000,34525.88000000,34570.51000000,34181.47000000,34250.99000000,5701.17255000,1698645599999,195786596.69925430,191698,2612.15133000,89694266.64087020
1698645600000,34250.98000000,34679.81000000,34114.74000000,34608.51000000,8540.13939000,1698667199999,293866201.75167870,291139,4068.36809000,140052805.46360550
1698667200000,34608.51000000,34856.00000000,34062.84000000,34307.78000000,14361.31291000,1698688799999,496144648.88604560,433645,6476.01473000,223804697.61246790
1698688800000,34307.79000000,34569.68000000,34264.57000000,34474.73000000,5055.33491000,1698710399999,173974460.30512680,201245,2081.03366000,71610420.82017580
1698710400000,34474.74000000,34600.00000000,34166.00000000,34282.21000000,7314.20971000,1698731999999,251319480.93818350,239859,3223.41189000,110739892.96572620
1698732000000,34282.21000000,34535.75000000,34025.00000000,34488.27000000,8484.36457000,1698753599999,291084318.55872760,315669,4269.87037000,146502751.39909040
1698753600000,34488.26000000,34514.00000000,34130.00000000,34381.03000000,9085.54343000,1698775199999,311723429.00707180,357615,4206.55309000,144321755.50443420
1698775200000,34381.04000000,34720.49000000,34335.29000000,34639.77000000,7853.78051000,1698796799999,271315215.98450530,265910,4143.95965000,143158503.62759730
1698796800000,34639.78000000,34668.05000000,34333.00000000,34348.39000000,5302.68708000,1698818399999,182857821.37746600,198976,2360.89587000,81412254.92510270
1698818400000,34348.40000000,34498.57000000,34316.00000000,34424.07000000,5012.70858000,1698839999999,172532909.47281410,191358,2104.22731000,72418946.32465400
1698840000000,34424.07000000,35200.00000000,34097.39000000,34510.28000000,23083.85221000,1698861599999,797496341.80589150,620224,11052.82334000,382045747.27605760
1698861600000,34510.28000000,35582.00000000,34432.76000000,35421.43000000,20074.03378000,1698883199999,703461747.82328200,614077,10261.05638000,359510942.94185220
1698883200000,35421.43000000,35984.99000000,35152.00000000,35196.70000000,13092.55413000,1698904799999,465470254.87681250,395113,6284.49619000,223501004.73299440
1698904800000,35196.69000000,35478.02000000,35063.25000000,35373.56000000,8751.14809000,1698926399999,308798339.17476130,272873,4297.08173000,151630178.64688390
1698926400000,35373.56000000,35457.96000000,34300.00000000,34771.99000000,18132.89873000,1698947999999,631436532.25967820,522302,8874.52404000,309032409.24967350
1698948000000,34772.00000000,35097.19000000,34706.51000000,34941.59000000,8038.97637000,1698969599999,280436571.78091900,260549,3847.25154000,134202126.32537930
1698969600000,34941.58000000,34946.50000000,34310.00000000,34540.72000000,9149.26252000,1698991199999,316200957.55828760,299345,4254.39761000,147009293.78130480
1698991200000,34540.72000000,34626.12000000,34120.00000000,34252.40000000,11355.03998000,1699012799999,389922325.78851170,330138,5932.64620000,203702007.47711220
1699012800000,34252.39000000,34848.79000000,34150.68000000,34425.20000000,12823.85341000,1699034399999,443293445.25628530,394249,6281.30861000,217112285.42560710
1699034400000,34425.21000000,34740.00000000,34351.18000000,34716.78000000,5743.05053000,1699055999999,198546102.96277770,213641,2700.50427000,93352581.09091050
1699056000000,34716.78000000,34786.68000000,34585.18000000,34760.00000000,3571.28849000,1699077599999,123881242.83880140,175411,1698.28738000,58911930.70939090
1699077600000,34759.99000000,35000.00000000,34680.13000000,34712.37000000,5692.66714000,1699099199999,198168825.44655210,239108,2841.76168000,98938381.38656930
1699099200000,34712.37000000,34803.97000000,34644.00000000,34761.17000000,3551.87929000,1699120799999,123327323.51205650,175527,1727.30400000,59973642.28646660
1699120800000,34761.16000000,35255.00000000,34708.54000000,35062.07000000,5561.72053000,1699142399999,194581206.62242530,204741,2961.81343000,103655800.53486660
1699142400000,35062.06000000,35305.75000000,34935.00000000,35163.98000000,5757.57985000,1699163999999,202156042.96209380,236221,2948.70346000,103548969.29560410
1699164000000,35163.99000000,35188.68000000,35000.20000000,35085.98000000,5066.75671000,1699185599999,177839375.05428930,202298,2191.51216000,76918026.59222940
1699185600000,35085.97000000,35278.54000000,34757.47000000,35066.92000000,6596.69994000,1699207199999,230902449.72396120,305557,3271.48049000,114515297.15903410
1699207200000,35066.91000000,35380.00000000,34448.00000000,35011.88000000,7107.69726000,1699228799999,248453106.26114500,294392,3458.63582000,120929782.85313510
1699228800000,35011.89000000,35118.71000000,34725.90000000,34808.17000000,5752.82431000,1699250399999,200867061.53737940,238651,2671.42144000,93277455.28754170
1699250400000,34808.17000000,35276.33000000,34762.28000000,35232.45000000,5235.60096000,1699271999999,183518791.05351970,235570,2665.52395000,93443073.27456020
1699272000000,35232.45000000,35250.00000000,34900.43000000,34981.66000000,7248.14133000,1699293599999,254231056.18310900,312405,3487.37359000,122317342.30578780
1699293600000,34981.67000000,35150.00000000,34810.64000000,35046.09000000,4109.90426000,1699315199999,143810793.49131240,201620,1945.95829000,68088410.28520090
1699315200000,35046.09000000,35053.41000000,34790.64000000,34913.02000000,4795.93907000,1699336799999,167339715.68804570,224377,2209.13376000,77080487.60508800
1699336800000,34913.02000000,34975.90000000,34551.00000000,34627.83000000,7027.95619000,1699358399999,244386559.73140030,287067,3187.63675000,110849195.62226280
1699358400000,34627.83000000,34859.00000000,34523.06000000,34850.00000000,7210.58850000,1699379999999,250313284.11958560,298363,3595.71258000,124834452.60352100
1699380000000,34850.00000000,35888.00000000,34839.19000000,35399.12000000,19654.25316000,1699401599999,695991801.65882110,542989,10382.78559000,367617873.82906980
1699401600000,35399.13000000,35419.29000000,35231.02000000,35259.19000000,4047.89832000,1699423199999,142974563.79659790,159147,1836.19976000,64860093.42978680
1699423200000,35259.18000000,35437.09000000,35167.78000000,35330.79000000,6081.97109000,1699444799999,214710870.88552610,208736,3248.44224000,114688437.47377900
1699444800000,35330.80000000,35479.45000000,35100.00000000,35313.72000000,7610.65677000,1699466399999,268738351.55560620,270837,4040.43309000,142683967.68306830
1699466400000,35313.72000000,36106.00000000,35288.20000000,35624.72000000,15660.81519000,1699487999999,559068374.25499760,493848,8067.74941000,288082136.79325560
1699488000000,35624.72000000,36863.91000000,35534.05000000,36576.84000000,17529.26568000,1699509599999,636455767.02616720,511068,8990.02887000,326440649.48572740
1699509600000,36576.84000000,36990.00000000,36500.00000000,36805.71000000,11794.09150000,1699531199999,433031719.82596180,295025,5770.97629000,211930820.21405290
1699531200000,36805.71000000,37972.24000000,35600.00000000,36625.27000000,41866.23556000,1699552799999,1549946689.57467100,960686,21357.74349000,791618055.68145760
1699552800000,36625.28000000,36784.57000000,36139.57000000,36701.09000000,11348.29611000,1699574399999,413983746.35588170,371986,6038.06371000,220265455.66394980
1699574400000,36701.10000000,36919.06000000,36446.20000000,36754.50000000,8427.57992000,1699595999999,309309895.39955910,284704,4575.20541000,167928399.39822960
1699596000000,36754.50000000,37147.20000000,36324.71000000,37071.09000000,11138.87925000,1699617599999,408472822.04956900,329168,5410.02711000,198490192.89342450
1699617600000,37071.10000000,37455.00000000,36822.00000000,37200.47000000,15308.58438000,1699639199999,568856464.65733210,429735,7449.56221000,276804029.46196760
1699639200000,37200.46000000,37526.00000000,37070.19000000,37301.63000000,8539.00543000,1699660799999,318429992.41764300,254122,3953.77406000,147449197.01474530
1699660800000,37301.63000000,37408.26000000,36900.10000000,37074.64000000,7133.39730000,1699682399999,264769901.49038160,256556,3175.73710000,117884996.78739040
1699682400000,37074.64000000,37134.85000000,36910.00000000,36988.52000000,4327.61587000,1699703999999,160155998.06345140,181683,2065.33641000,76432044.70261630
1699704000000,36988.51000000,37274.30000000,36951.10000000,37109.99000000,6015.53141000,1699725599999,223336068.53227210,251338,2888.25702000,107228958.80999130
1699725600000,37109.99000000,37175.00000000,36666.93000000,37130.00000000,5508.42777000,1699747199999,203662644.64783760,233723,2599.32739000,96127179.36792170
1699747200000,37129.99000000,37180.00000000,36731.10000000,37108.05000000,4734.56940000,1699768799999,175015954.32839530,216729,2300.56131000,85036508.62879890
1699768800000,37108.06000000,37171.10000000,37026.69000000,37055.50000000,4453.30787000,1699790399999,165222595.38120340,203005,2063.93861000,76571044.45905320
1699790400000,37055.49000000,37222.22000000,36931.10000000,37076.68000000,4881.89156000,1699811999999,181104519.03927830,223382,2387.20526000,88565722.19878000
1699812000000,37076.68000000,37202.09000000,36938.23000000,37064.13000000,3617.41991000,1699833599999,134227744.38939410,167769,1754.75533000,65112092.25811590
1699833600000,37064.13000000,37417.99000000,36812.39000000,36916.94000000,7624.10491000,1699855199999,282637837.83464000,283768,3717.72417000,137840032.95124580
1699855200000,36916.93000000,37050.00000000,36692.58000000,36810.02000000,6469.32476000,1699876799999,238828421.68336380,234679,3040.78987000,112271526.70375510
1699876800000,36810.02000000,37031.45000000,36534.04000000,36670.09000000,10422.03504000,1699898399999,383455567.83037540,390198,4885.88889000,179789935.39985010
1699898400000,36670.09000000,36875.00000000,36333.00000000,36462.93000000,8282.71781000,1699919999999,303115634.95576520,308546,3798.04219000,139015099.85646640
1699920000000,36462.93000000,36630.00000000,36190.17000000,36627.79000000,5959.44631000,1699941599999,216891153.89602660,222674,2784.23231000,101356629.04644980
1699941600000,36627.78000000,36744.00000000,36236.36000000,36259.18000000,7447.39170000,1699963199999,272082795.11590340,252593,3266.56022000,119324761.71728390
1699963200000,36259.17000000,36693.01000000,35889.00000000,36091.09000000,13803.59890000,1699984799999,501425750.33569270,441923,6664.72612000,242155604.60516540
1699984800000,36091.10000000,36125.74000000,34800.00000000,35551.19000000,18293.24725000,1700006399999,648731085.73918740,487238,8489.66750000,301004647.51197890
1700006400000,35551.20000000,35665.45000000,35360.00000000,35600.00000000,6477.71120000,1700027999999,229834392.21149000,183355,3207.03945000,113786287.13172600
1700028000000,35600.01000000,36278.62000000,35522.46000000,36240.94000000,9205.39543000,1700049599999,329954831.39383640,262063,4817.76412000,172718443.53071960
1700049600000,36240.95000000,36554.99000000,36002.35000000,36491.04000000,11605.52811000,1700071199999,420731306.11484130,350403,6144.33446000,222773904.90291890
1700071200000,36491.05000000,37980.00000000,36450.00000000,37858.20000000,26280.49911000,1700092799999,982729126.78930600,749606,13973.00437000,522390866.42805630
1700092800000,37858.20000000,37929.54000000,37307.55000000,37455.32000000,7785.33123000,1700114399999,292561755.49402620,280554,3515.71069000,132092374.84687770
1700114400000,37455.33000000,37621.10000000,37121.09000000,37247.48000000,7801.82928000,1700135999999,291644550.69212700,307183,3723.78233000,139221594.20590070
1700136000000,37247.49000000,37319.99000000,36256.15000000,36313.27000000,16187.63117000,1700157599999,594728346.81519360,497700,7538.34324000,277003581.90761170
1700157600000,36313.28000000,36398.61000000,35500.00000000,36163.51000000,15715.60398000,1700179199999,565568686.01382580,457009,7436.21302000,267615004.17273670
1700179200000,36163.51000000,36673.69000000,36101.44000000,36355.57000000,8557.42604000,1700200799999,311343763.67714230,259135,3986.55473000,145041388.69224710
1700200800000,36355.57000000,36464.00000000,36121.00000000,36372.83000000,7583.97825000,1700222399999,275471009.27603810,266440,3601.03513000,130803279.33397730
1700222400000,36372.82000000,36800.00000000,35861.10000000,36499.99000000,15502.92113000,1700243999999,562348676.90201790,575523,7540.81725000,273612025.33260230
1700244000000,36500.00000000,36723.59000000,36227.87000000,36613.92000000,6639.28570000,1700265599999,242061601.33712890,248224,3274.95700000,119409189.78291980
1700265600000,36613.91000000,36613.92000000,36303.98000000,36334.00000000,3307.13123000,1700287199999,120455502.26007850,160904,1516.40220000,55227068.60414690
1700287200000,36334.01000000,36538.61000000,36178.58000000,36402.80000000,3956.73847000,1700308799999,143969169.53721260,177865,1931.88510000,70299034.05822000
1700308800000,36402.79000000,36845.49000000,36347.69000000,36620.00000000,6248.09445000,1700330399999,228609061.92934870,256546,3063.62429000,112093204.40483460
1700330400000,36620.01000000,36768.00000000,36443.10000000,36568.10000000,3590.27771000,1700351999999,131400335.79902360,189183,1589.63597000,58175798.36283080
1700352000000,36568.11000000,36573.44000000,36388.27000000,36510.96000000,2736.47151000,1700373599999,99840652.89655600,142359,1278.63243000,46645492.10043650
1700373600000,36510.95000000,36716.00000000,36384.02000000,36453.62000000,4011.75531000,1700395199999,146680409.53070490,197364,2017.13001000,73753656.01542360
1700395200000,36453.63000000,36640.00000000,36385.70000000,36603.04000000,3765.80434000,1700416799999,137460633.33253550,185123,1782.00415000,65047168.75942000
1700416800000,36603.04000000,37500.00000000,36597.49000000,37359.86000000,10732.31532000,1700438399999,397550143.67736280,337554,5497.48634000,203643551.93106190
1700438400000,37359.85000000,37382.68000000,37038.30000000,37132.88000000,5592.13523000,1700459999999,208103579.02085800,227626,2485.25948000,92484735.24403770
1700460000000,37132.88000000,37420.00000000,37060.40000000,37147.50000000,6503.33724000,1700481599999,241901722.88173420,263619,3210.52177000,119425418.95786330
1700481600000,37147.51000000,37750.00000000,36677.00000000,37576.66000000,16117.27671000,1700503199999,600802730.31924920,598073,8251.11654000,307648519.54363000
1700503200000,37576.65000000,37746.00000000,37271.10000000,37448.78000000,7809.95373000,1700524799999,292914610.16463370,395732,3644.32873000,136687309.99418730
1700524800000,37448.79000000,37649.44000000,37304.72000000,37355.89000000,4885.85942000,1700546399999,183039589.84900230,249427,2254.57040000,84474186.87813540
1700546400000,37355.90000000,37418.00000000,37150.00000000,37174.97000000,4282.20278000,1700567999999,159789127.28988650,201677,1917.36450000,71548640.23796420
1700568000000,37174.97000000,37500.00000000,36250.00000000,36901.99000000,23220.57322000,1700589599999,855820626.02406390,817326,11098.27596000,409028765.71006380
1700589600000,36901.99000000,37170.00000000,35735.00000000,35741.65000000,15257.91262000,1700611199999,558098152.81890190,668465,7101.20982000,259868416.73169660
1700611200000,35741.65000000,36479.84000000,35632.01000000,36358.99000000,10672.22442000,1700632799999,386011170.25001020,343280,6125.36779000,221586615.56702230
1700632800000,36358.99000000,36773.53000000,36358.99000000,36463.93000000,6697.39942000,1700654399999,244799289.00291720,298188,3388.46454000,123856968.90076190
1700654400000,36463.94000000,36650.00000000,36239.20000000,36586.75000000,9119.22699000,1700675999999,332762642.89562980,409432,4431.14767000,161701778.32518110
1700676000000,36586.76000000,37861.10000000,36562.57000000,37408.34000000,18562.45614000,1700697599999,693567920.27879080,597474,9101.73174000,340000105.53298830
1700697600000,37408.35000000,37535.10000000,37240.00000000,37323.11000000,5387.47211000,1700719199999,201317277.08935890,222442,2527.94628000,94473027.35947700
1700719200000,37323.11000000,37653.44000000,37159.95000000,37370.00000000,7000.66306000,1700740799999,261795699.34905340,248245,3025.71981000,113174945.13323390
1700740800000,37370.00000000,37530.00000000,36870.00000000,37169.78000000,7778.24782000,1700762399999,289178116.68383460,326247,3819.05548000,141994745.55108510
1700762400000,37169.77000000,37385.00000000,37163.55000000,37294.28000000,3661.54583000,1700783999999,136535555.73190040,195350,1713.62975000,63896625.90102450
1700784000000,37294.27000000,37494.57000000,37251.51000000,37425.64000000,3343.67733000,1700805599999,124976253.73072450,171818,1630.96714000,60967980.22349950
1700805600000,37425.65000000,38035.46000000,37356.01000000,37741.99000000,12937.24997000,1700827199999,487563100.97842240,386433,6787.57889000,255907547.69513360
1700827200000,37741.99000000,38414.00000000,37550.32000000,37850.00000000,21973.86283000,1700848799999,833581655.69577210,576318,10962.90374000,415893777.42175980
1700848800000,37850.00000000,37943.60000000,37570.52000000,37713.57000000,6426.01633000,1700870399999,242594717.67422910,244845,2967.72259000,112033776.29178950
1700870400000,37713.57000000,37839.44000000,37676.03000000,37812.77000000,3091.08620000,1700891999999,116734734.83678030,148241,1466.33563000,55369305.35413180
1700892000000,37812.77000000,37828.93000000,37591.10000000,37652.51000000,3069.28805000,1700913599999,115778856.08803600,157290,1357.82620000,51218825.50415780
1700913600000,37652.51000000,37796.79000000,37620.00000000,37765.37000000,2571.82016000,1700935199999,96972934.16957000,140338,1118.65803000,42177149.74019040
1700935200000,37765.37000000,37888.00000000,37711.76000000,37780.67000000,2663.95023000,1700956799999,100678726.66658860,123579,1211.09130000,45770940.68661410
1700956800000,37780.67000000,37784.63000000,37662.18000000,37773.21000000,1927.84350000,1700978399999,72737314.50901050,113157,873.33595000,32949855.54327210
1700978400000,37773.22000000,37814.63000000,37666.80000000,37679.31000000,2504.71639000,1700999999999,94541203.85517710,132624,1161.64518000,43847316.97463550
1701000000000,37679.30000000,37679.31000000,37150.00000000,37275.22000000,10872.99546000,1701021599999,406726736.48931430,367004,5107.32780000,191021870.79226630
1701021600000,37275.21000000,37748.00000000,37163.72000000,37447.43000000,5958.98188000,1701043199999,223315938.73589720,235235,3062.20748000,114752230.73590430
1701043200000,37447.42000000,37569.23000000,37200.00000000,37306.32000000,4131.52544000,1701064799999,154404545.85946690,203172,1880.79989000,70284166.39457150
1701064800000,37306.32000000,37466.00000000,36900.00000000,37035.95000000,8624.05643000,1701086399999,320844334.92493240,338429,4001.17730000,148876592.43239000
1701086400000,37035.95000000,37143.43000000,36707.00000000,36923.62000000,11483.59806000,1701107999999,424129480.62074520,419738,5820.86555000,214992352.55724210
1701108000000,36923.62000000,37284.00000000,36787.92000000,37242.70000000,5761.89383000,1701129599999,213179073.87164770,276678,2755.79548000,101975984.18264060
1701129600000,37242.70000000,37343.57000000,36868.41000000,36913.76000000,4629.70212000,1701151199999,171791682.88204960,206373,1988.24395000,73784288.33927730
1701151200000,36913.75000000,37262.02000000,36893.08000000,37251.42000000,5281.47719000,1701172799999,195762278.66705130,241159,2610.95842000,96788038.59864450
1701172800000,37251.43000000,38240.00000000,37142.81000000,38210.75000000,13789.13765000,1701194399999,519959106.89694890,468790,7243.96904000,273206078.95676830
1701194400000,38210.75000000,38377.00000000,37670.97000000,37818.87000000,13844.14971000,1701215999999,526847183.23629580,356457,6325.39057000,240735865.04418160
1701216000000,37818.88000000,38093.72000000,37677.96000000,38035.73000000,6125.97289000,1701237599999,232295484.82410290,190839,2781.74655000,105484254.35312060
1701237600000,38035.72000000,38450.00000000,37878.17000000,38104.65000000,10758.68137000,1701259199999,410451887.19597680,334218,5299.92048000,202240771.50927980
1701259200000,38104.65000000,38280.00000000,37570.00000000,37777.01000000,10953.23197000,1701280799999,415099176.69750610,384432,5009.51285000,189857781.92369750
1701280800000,37777.00000000,37932.77000000,37580.85000000,37854.64000000,5156.30484000,1701302399999,194739956.94500430,221864,2497.78485000,94335147.68829890
1701302400000,37854.65000000,38145.85000000,37686.84000000,37885.63000000,5529.73682000,1701323999999,209663494.61129380,225058,2587.79048000,98105031.31544570
